des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|sexo|municipio|anio_nacimiento_interval|nota_admision_def|expediente|cod_plan
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.84|435|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|D|CÁCERES|(1990.0, 1995.0]|8.264|436|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|11.868|445|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1990.0, 1995.0]|13.026|449|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|DON BENITO|(1990.0, 1995.0]|7.282|450|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|POZUELO DE ALARCÓN|(1990.0, 1995.0]|9.626|456|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|D|RUECAS|(1990.0, 1995.0]|10.222|460|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Formación Profesional|H|ALCÁNTARA|(1990.0, 1995.0]|7.25|463|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|VALVERDE DE LEGANÉS|(1990.0, 1995.0]|5.676|472|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|D|SAN VICENTE DE ALCÁNTARA|(1990.0, 1995.0]|9.482|474|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|MÉRIDA|(1990.0, 1995.0]|8.818|476|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Formación Profesional|H|MADRID|(1990.0, 1995.0]|7.08|478|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Selectividad|H|TORREORGAZ|(1990.0, 1995.0]|5.782|479|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|PUEBLA DE LA CALZADA|(1990.0, 1995.0]|8.31|480|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|D|ALÍA|(1990.0, 1995.0]|10.14|483|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.91|485|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|VALVERDE DE LEGANÉS|(1990.0, 1995.0]|9.208|486|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|7.09|487|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|10.026|488|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|BALMASEDA|(1990.0, 1995.0]|7.386|489|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|H|CÁCERES|(1980.0, 1985.0]|7.65|490|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Selectividad|H|GRANJA DE TORREHERMOSA|(1990.0, 1995.0]|7.254|492|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|9.332|494|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Formación Profesional|H|PLASENCIA|(1990.0, 1995.0]|7.33|495|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|D|VALENCIA DE ALCÁNTARA|(1990.0, 1995.0]|11.61|496|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|D|ZALAMEA DE LA SERENA|(1990.0, 1995.0]|9.576|506|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Formación Profesional|H|LOS SANTOS DE MAIMONA|(1990.0, 1995.0]|6.93|514|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Selectividad|H|TRUJILLO|(1990.0, 1995.0]|5.958|517|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Selectividad|H|MONTIJO|(1990.0, 1995.0]|5.682|518|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Formación Profesional|H|CÁCERES|(1990.0, 1995.0]|7.25|519|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|JUN|Selectividad|D|FUENTEPELAYO|(1990.0, 1995.0]|5.471|521|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|SEP|Selectividad|H|ARROYO DE LA ENCOMIENDA|(1990.0, 1995.0]|5.69|526|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|SEP|Selectividad|H|BIENVENIDA|(1990.0, 1995.0]|6.136|527|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|SEP|Selectividad|H|ÁVILA|(1990.0, 1995.0]|7.184|528|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|SEP|Selectividad|D|BROZAS|(1990.0, 1995.0]|6.278|530|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|JUN|Selectividad|H|HERRERA DEL DUQUE|(1990.0, 1995.0]|6.93|532|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|SEP|Selectividad|H|DON BENITO|(1990.0, 1995.0]|5.642|536|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|0|SEP|Selectividad|D|PLASENCIA|(1990.0, 1995.0]|7.422|537|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2013-14|1|SEP|Selectividad|H|DON BENITO|(1990.0, 1995.0]|5.936|541|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|TALAVERA DE LA REINA|(1995.0, 2000.0]|11.161|544|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|JUN|Formación Profesional|H|BARAKALDO|(1985.0, 1990.0]|6.4|546|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|LLERENA|(1995.0, 2000.0]|5.828|548|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|D|LAS PALMAS DE GRAN CANARIA|(1995.0, 2000.0]|8.055|549|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|JUN|Selectividad|H|CASAS DE MILLÁN|(1995.0, 2000.0]|7.432|559|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|NAVALVILLAR DE PELA|(1995.0, 2000.0]|9.214|560|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|SAN VICENTE DE ALCÁNTARA|(1990.0, 1995.0]|9.044|562|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|D|NAVALMORAL DE LA MATA|(1995.0, 2000.0]|11.508|573|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|SEP|Selectividad|H|CÁCERES|(1985.0, 1990.0]|5.5|582|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|10.496|586|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1995.0, 2000.0]|10.453|590|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|11.536|591|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|SEP|Selectividad|H|CASAS DE MILLÁN|(1990.0, 1995.0]|7.574|593|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|D|LLERENA|(1990.0, 1995.0]|5.206|594|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|CÓRDOBA|(1990.0, 1995.0]|10.65|595|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|ALCÁNTARA|(1995.0, 2000.0]|11.76|597|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|D|GARROVILLAS DE ALCONÉTAR|(1990.0, 1995.0]|7.464|598|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|JUN|Formación Profesional|H|CÁCERES|(1990.0, 1995.0]|7.22|600|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|JUN|Formación Profesional|H|BEMBIBRE|(1990.0, 1995.0]|6.7|601|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1995.0, 2000.0]|5.706|603|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|DON BENITO|(1995.0, 2000.0]|9.542|608|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|TORREORGAZ|(1995.0, 2000.0]|10.322|609|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|MATA DE ALCÁNTARA|(1995.0, 2000.0]|11.786|612|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|JUN|Selectividad|H|BÉJAR|(1990.0, 1995.0]|5.611|618|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|JUN|Selectividad|D|PLASENCIA|(1995.0, 2000.0]|8.196|620|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|EXT|Selectividad|H|CORIA|(1995.0, 2000.0]|5.822|627|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|EXT|Selectividad|D|ACEHÚCHE|(1995.0, 2000.0]|6.226|629|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|EXT|Selectividad|H|TOLEDO|(1995.0, 2000.0]|5.456|630|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|EXT|Selectividad|H|NAVALMORAL DE LA MATA|(1995.0, 2000.0]|7.864|632|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|EXT|Selectividad|H|LOSAR DE LA VERA|(1995.0, 2000.0]|7.218|637|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|0|EXT|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.942|647|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.456|649|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|EXT|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|6.54|654|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|SEP|Selectividad|H|CAMPANARIO|(1990.0, 1995.0]|7.64|655|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|SEP|Selectividad|H|PLASENCIA|(1990.0, 1995.0]|5.404|662|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|JUN|Selectividad|H|CASAR DE CÁCERES|(1990.0, 1995.0]|6.046|664|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|ENE|Formación Profesional|H|CÁCERES|(1985.0, 1990.0]|6.0|667|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2014-15|1|SEP|Selectividad|H|POZUELO DE ALARCÓN|(1990.0, 1995.0]|5.593|670|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.96|673|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|D|CÁCERES|(1995.0, 2000.0]|7.908|687|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|JUN|Selectividad|D|CÁCERES|(1995.0, 2000.0]|5.826|689|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|H|MADRID|(1990.0, 1995.0]|5.921|693|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.986|699|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|H|RUANES|(1995.0, 2000.0]|7.608|702|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|JUN|Selectividad|D|PUEBLA DE OBANDO|(1995.0, 2000.0]|5.924|704|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|JUN|Formación Profesional|H|CALAMONTE|(1990.0, 1995.0]|8.0|708|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|D|BADAJOZ|(1995.0, 2000.0]|8.132|710|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|D|SIERRA DE FUENTES|(1995.0, 2000.0]|8.572|713|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|H|DON BENITO|(1995.0, 2000.0]|10.31|716|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|D|ARROYO DE LA LUZ|(1995.0, 2000.0]|12.782|718|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|9.632|722|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|H|ACEUCHAL|(1995.0, 2000.0]|7.282|723|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|H|ARROYO DE SAN SERVÁN|(1995.0, 2000.0]|11.086|724|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|D|AHILLONES|(1995.0, 2000.0]|8.924|727|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|H|MALPARTIDA DE CÁCERES|(1995.0, 2000.0]|7.36|728|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|JUN|Selectividad|H|ALCÁNTARA|(1995.0, 2000.0]|7.69|731|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|JUN|Selectividad|H|VALVERDE DE LEGANÉS|(1995.0, 2000.0]|7.842|734|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|5.436|735|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|7.467|747|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|EXT|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|6.874|752|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|5.928|754|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|EXT|Selectividad|D|CORIA|(1995.0, 2000.0]|5.926|761|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|JUN|Selectividad|H|ALMENDRALEJO|(1990.0, 1995.0]|5.568|762|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|EXT|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|5.506|764|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|EXT|Selectividad|H|MÉRIDA|(1995.0, 2000.0]|8.522|767|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|EXT|Selectividad|H|VILLANUEVA DE LA SERENA|(1995.0, 2000.0]|6.976|769|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|JUN|Selectividad|H|HUELVA|(1990.0, 1995.0]|5.57|776|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|0|EXT|Selectividad|H|SALAMANCA|(1995.0, 2000.0]|5.361|778|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2015-16|1|EXT|Selectividad|H|MADRID|(1995.0, 2000.0]|7.857|779|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|BEASAIN|(1995.0, 2000.0]|10.576|783|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|JUN|Selectividad|H|NAVALMORAL DE LA MATA|(1995.0, 2000.0]|6.468|784|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|MÉRIDA|(1995.0, 2000.0]|11.646|787|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|JUN|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|10.572|788|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|JUN|Selectividad|H|ALMENDRALEJO|(1995.0, 2000.0]|10.4|789|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|SEP|Selectividad|H|NAVALMORAL DE LA MATA|(1980.0, 1985.0]|5.08|790|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.474|792|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|11.726|802|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|JUN|Selectividad|H|BADAJOZ|(1995.0, 2000.0]|6.686|803|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|TORREJONCILLO|(1995.0, 2000.0]|6.7|805|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|MÉRIDA|(1995.0, 2000.0]|9.308|807|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|EXT|Selectividad|H|TORREMEJÍA|(1995.0, 2000.0]|5.55|808|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|JUN|Selectividad|H|MONTIJO|(1995.0, 2000.0]|7.51|811|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|D|CÁCERES|(1995.0, 2000.0]|9.99|816|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|D|SANTA AMALIA|(1995.0, 2000.0]|12.796|818|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Formación Profesional|H|MÉRIDA|(1990.0, 1995.0]|7.47|819|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|D|CÁCERES|(1995.0, 2000.0]|12.228|821|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.643|823|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|TRUJILLO|(1995.0, 2000.0]|5.868|833|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|JUN|Selectividad|H|RIBERA DEL FRESNO|(1995.0, 2000.0]|5.606|837|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.7|838|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.464|840|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|MALPARTIDA DE CÁCERES|(1995.0, 2000.0]|11.846|843|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|D|ARROYO DE LA LUZ|(1995.0, 2000.0]|12.292|844|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|JUN|Selectividad|H|TORRECILLAS DE LA TIESA|(1995.0, 2000.0]|8.194|848|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|5.842|850|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|CÁCERES|(1995.0, 2000.0]|7.13|851|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Formación Profesional|H|MÉRIDA|(1985.0, 1990.0]|8.9|855|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|JUN|Selectividad|H|CAÑAMERO|(1990.0, 1995.0]|7.004|857|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Formación Profesional|H|SANT CUGAT DEL VALLÈS|(1990.0, 1995.0]|7.8|860|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|EXT|Selectividad|H|MADRIGALEJO|(1995.0, 2000.0]|6.32|863|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Selectividad|H|CÁCERES|(1990.0, 1995.0]|6.232|865|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|EXT|Selectividad|H|CÁCERES|(1995.0, 2000.0]|8.76|866|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|EXT|Selectividad|H|PLASENCIA|(1995.0, 2000.0]|6.71|872|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|SEP|Selectividad|H|ALCÁNTARA|(1990.0, 1995.0]|5.8|887|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|JUN|Formación Profesional|H|PERALES DEL PUERTO|(1990.0, 1995.0]|6.15|888|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|1|EXT|Selectividad|D|GUARDIA DE JAÉN, LA|(1995.0, 2000.0]|5.48|889|1628
GRADO EN INGENIERÍA DE SONIDO E IMAGEN EN TELECOMUNICACIÓN|2016-17|0|EXT|Selectividad|D|PALENCIA|(1995.0, 2000.0]|6.248|890|1628
